"NOME ITA","NOME ENG","DESCRIZIONE ITA","DESCRIZIONE ENG","CATEGORIA","LATITUDINE (es. 46.281419)","LONGITUDINE (es. 11.523885)","VIA","CAP","LOCALITA'/CITTA'","CONTATTO NOME","CONTATTO TELEFONO","CONTATTO EMAIL","CONTATTO FAX","CONTATTO URL","ORARI ITA","ORARI ENG","SERVIZI ITA","SERVIZI ENG","PREZZI ITA","PREZZI ENG","TAG 1","TAG 2","TAG 3","TAG 4","TAG AGGIUNTIVI","CAPIENZA ITA","CAPIENZA ENG","STORIA ITA","STORIA ENG","CURIOSITA' ITA","CURIOSITA' ENG","COME ARRIVARE ITA","COME ARRIVARE ENG","ACCESSIBILITA' ITA","ACCESSIBILITA' ENG"
"Funivie Lagorai",,"Le Funivie Lagorai offrono anche: 
relax e ristorazione su un panorama mozzafiato: accoglienti rifugi e ristoranti, ad un passo dalle piste, assicurano una pausa pranzo di qualità, portando in tavola i piatti tipici della Valsugana e del Lagorai
un fornitissimo punto noleggio, a disposizione degli sciatori, con sci, snowboard, racchette da neve, slitte e bob
Skilandia, il parco divertimenti per i più piccoli con giochi di neve, piste per slittini e gommoni con comodo tapis roulant di risalita in un’unica area facilmente controllabile per la tranquillità dei genitori.ea, easy to be supervised by parents.","The Funivie Lagorai also offer: 
-relax and local cuisine while viewing a breath taking landscape; warm refuges and restaurants, close to the ski fields, offering high quality lunches, including the typical dishes of Valsugana and Lagorai
-a very well-equipped rental shop, for skiers to rent skies, snowboards, snow shoes, sledges and bobs.
-Skilandia is a fun park for kids, featuring snow toys and games, tracks for sledges and inflatables, with a comfortable ski lift, gathered in a tailored made area, easy to be supervised by parents.","impiantosci","46,115847694466","11,6611289978027","Loc. Marande-Passo Brocon",38053,"Castello Tesino",,"+39 (0461) 1866050","info@skilagorai.it",,"www.skilagorai.it",,,,,,,"sport invernali","Sci",,,,,,,,,,,,,
"Fuori Orario",,,,"Bar","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Furlani Alimentari",,"panetteria","bakery","Alimentari","46,0118661804807","11,3001894950867","Via Dante, 7 bis",38056,"Levico Terme",,,,,,,,,,,,,,,,,,,,,,,,,,
"G.T.Car",,"concessionaria",,"automoto","46,0677969638538","11,2218046188354","Via Tamarisi, 1",38057,"Pergine Valsugana",,"+39 (0461) 548103",,,,,,,,,,,,,,"automobili",,,,,,,,,,
"G&L Italia",,"arredo, arredo bagno",,"negozio","46,059652913365","11,237940788269","Via Rossi, 19",38057,"Pergine Valsugana",,"+39 (0461) 504926",,,,,,,,,,,,,,"arredo, arredo bagno",,,,,,,,,,
"Galesso Pavimenti",,"pavimentazioni",,"negozio","46,0611939730253","11,2384235858917","Via Pennella, 51",38057,"Pergine Valsugana",,"+39 (0461) 532014",,,,,,,,,,,,,,"pavimentazioni",,,,,,,,,,
"Gamestop",,"giochi elettronici",,"elettronica","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Garage Bike Museum",,"Collezione di motocicletta dagli Settanta ai giorni nostri","This is the first Museum in Europe dedicated to motorbikes, from the Seventies on.","Museo","45,9889562110933","11,3012194633484","Loc. Lochere",38052,"Caldonazzo",,"+39 (0461) 706737","info@garagebikemuseum.org",,"http://www.garagebikemuseum.org/","domenica dalle 14,00 alle 19,00 oppure su richiesta per gruppi di minimo 4 persone",,,,"Biglietto: € 7",,"cultura",,,,,,,,,,,,,,
"Gas Haus e attrezzature di Targa Gianluca",,"gas domestico bombole",,"negozio","46,0631369869422","11,2338209152222","Viale Dante, 44",38057,"Pergine Valsugana",,"+39 (0461) 538336",,,,,,,,,,,,,,"gas",,,,,,,,,,
"Gastronomia da Mirella",,"prodotti tipici","typical products","Alimentari","46,0637250887844","11,239550113678","Via dei Canopi, 4",38057,"Pergine Valsugana",,,,,,,,,,,,"prodotti tipici",,,,"gastronomia",,,,,,,,,,
"Gesim ",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Giardino di Giada",,"Ristorante Cinese","Chinese restaurant","Ristorante","46,0597794754413","11,2394213676453","Via Roma, 20",38057,"Pergine Valsugana",,"+39 (0461) 512146",,,,"martedì chiuso",,,,,,"cucina etnica",,,,,,,,,,,,,,
"Giga Shop Computer",,"elettronica, macchine per ufficio",,"elettronica","46,0637771987721","11,2321901321411","Viale Dante, 106",38057,"Pergine Valsugana",,"+39 (0461) 538015",,,,,,,,,,,,,,"elettronica",,,,,,,,,,
"Gilda",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","45,9953964062115","11,2666511535645","Via Brenta, 22",38052,"Caldonazzo",,"+39 (0461) 723446","info@gildahotel.com",,"www.gildahotel.com","chiuso martedì",,,,,,,,,,,,,,,,,,,,
"Giocattoli Lucchi",,"giocattoli",,"Giocattoli","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Giochimpara",,"giocattoli, cartoleria",,"Giocattoli","46,0649682707936","11,229829788208","Viale Dante, 210",38057,"Pergine Valsugana",,"+39 (0461) 534266",,,,,,,,,,,,,,"giocattoli",,,,,,,,,,
"Giovannini Luisa",,"maglieria",,"abbigliamento","46,0624372120311","11,2431335449219","Via Battisti, 19",38057,"Pergine Valsugana",,"+39 (0461) 533368",,,,,,,,,,,,,,"abbigliamento",,,,,,,,,,
"Giropizza VIP",,,,"Pizzeria","46,0319660728167","11,2296152114868","Fraz. Valcanover, 13",38057,"Pergine Valsugana",,"+39 (0461) 512282",,,,"martedì chiuso",,,,,,,,,,,,,,,,,,,,
"Giunti al Punto",,"libreria",,"cartoleria","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Glamour",,"estetica",,"parrucchiera","46,0699556057744","11,221182346344","Loc. Fratte, 38",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Gran Bazar",,"bazar",,"negozio","46,0616629826454","11,2369322776794","Viale Dante, 1",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"abbigliamento",,,,,,,,,,
"Grappa Vettorazzi",,"grappa, liquori","grappa, liqueur","Prodotti tipici","46,0117022521382","11,3026571273804","Via Diaz, 7",38056,"Levico Terme",,"+39 (0461) 706321","info@grappavettorazzi.it",,"www.grappavettorazzi.it",,,,,,,,,,,,,,,,,,,,,
"Gretter",,,,"Bar","46,0492738358757","11,2353658676147","Via al Lago, 35",38057,"Pergine Valsugana",,"+39 (0461) 531335",,,,"domenica chiuso",,,,,,"socializzare",,,,,,,,,,,,,,
"Gruppo Zannier Italia",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Happy Days",,"Ristorante Pizzeria","resturant, pizzeria","Pizzeria","46,0159046253001","11,2340569496155","Fraz. Valcanover, 276",38057,"Pergine Valsugana",,"+39 (0461) 548000",,,,"lunedì chiuso",,,,,,,,,,,,,,,,,,,,
"Happy Zoo",,"animali",,"negozioanimali","46,0631444313084","11,2426722049713","Via F.Filzi, 4 - Zivignago",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"tutto per animali",,,,,,,,,,
"Hermes Carburanti",,"stazioneservizio","service station","stazioneservizio","46,0637771987721","11,2418246269226","SS 47 km",38057,"Pergine Valsugana",,"+39 (0461) 530917",,,,,,,,,,,,,,"benzinaio, distributore",,,,,,,,,,
"Hobby e Fantasia",,"merceria, articoli da regalo","toys, souvenirs, gift ideas","souvenir","46,0119108881262","11,3007473945618","Vicolo Rocche, 4",38056,"Levico Terme",,"+39 (0461) 701678",,,,,,,,,,,,,,,,,,,,,,,,
"Hobby Fauna",,"alimenti e accessori per animali",,"negozioanimali","46,0681393747573","11,2395286560059","Via Bellini, 1",38057,"Pergine Valsugana",,"+39 (0461) 533350",,,,,,,,,,,,,,"tutto per animali",,,,,,,,,,
"Hotel Paoli - Alla Vedova",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","45,9894","11,2984","Loc. Lochere, 6",38052,"Caldonazzo",,"+39 (0461) 700017","info@paolihotel.com",,"www.paolihotel.it","chiuso lunedì",,,,,,"cucina tipica",,,,,,,,,,,,,,
"Huang Ziangqun",,"abbigliamento",,"abbigliamento","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"I Monelli di Mengarda Sonia",,"abbigliamento bambini",,"abbigliamento","46,0607696275551","11,2393140792847","Via Pennella, 22",38057,"Pergine Valsugana",,"+39 (0461) 512200",,,,,,,,,,,,,,"abbigliamento bambini",,,,,,,,,,
"Idroblu di Prighel Marco",,"arredo bagno e idrosanitari",,"negozio","46,0596678030361","11,2392604351044","Via Verdi, 4",38057,"Pergine Valsugana",,"+39 (0461) 531618",,,,,,,,,,,,,,"arredamento",,,,,,,,,,
"Il Buongustaio",,"alimentari, tabacchi","food, smoke shop","Alimentari","46,0107782833025","11,3015627861023","Piazza Venezia, 13",38056,"Levico Terme",,"+39 (0461) 706346",,,,,,,,,,,,,,,,,,,,,,,,
"Il confetto",,"bomboniere",,"negozio","46,0607472934926","11,2389922142029","Via Pennella, 19",38057,"Pergine Valsugana",,"+39 (0461) 534282",,,,,,,,,,,,,,"bomboniere",,,,,,,,,,
"Il Germoglio",,"negozio biologico","organic shop","Alimentari","46,0696280931225","11,2230491638184","Loc. Fratte, 26",38057,"Pergine Valsugana",,"+39 (0461) 512511","info@ilgermoglio-bio.it",,"www.ilgermoglio-bio.it",,,,,,,,,,,"biologico, bio, prodotti naturali",,,,,,,,,,
"Impa",,"agenzia immobiliare",,"negozio","46,0679607258553","11,2294864654541","Viale dell'Industria, 9",38057,"Pergine Valsugana",,"+39 (0461) 531335",,,,,,,,,,,,,,"agenzia immobiliare",,,,,,,,,,
"Impero Caffè",,,,"Bar","46,0125964008308","11,2987947463989","Via Dante, 55",38056,"Levico Terme",,"+39 (0461) 706157",,,,,,,,,,"socializzare",,,,,,,,,,,,,,
"Io Bimbo",,"abbigliamento bambini",,"abbigliamento","46,0699556057744","11,221182346344","Loc. Fratte, 39",38057,"Pergine Valsugana",,"+39 (0461) 533852",,,,,,,,,,,,,,"abbigliamento bambini",,,,,,,,,,
"Italcina Trova Tutto",,"abbigliamento e accessori",,"abbigliamento","46,0613800884307","11,2367498874664","Viale Venezia, 2/b",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"bazar, accessori",,,,,,,,,,
"Italcom",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Italia",,,,"Bar","46,0538605267274","11,4575600624084","Corso Ausugum, 36",38051,"Borgo Valsugana",,,,,,"chiuso lunedì",,,,,,"socializzare",,,,,,,,,,,,,,
"Jolly Profumi di Corradi Maria Teresa",,"profumeria",,"profumeria","46,0608589637146","11,2405800819397","Via Crivelli, 7",38057,"Pergine Valsugana",,"+39 (0461) 530273",,,,,,,,,,,,,,"profumeria",,,,,,,,,,
"Judas Pub",,,,"birreria","46,0635724806804","11,2321525812149","Viale Dante, 98",38057,"Pergine Valsugana",,,,,,"lunedì chiuso",,,,,,"socializzare","divertimento",,,,,,,,,,,,,
"Kapriol",,"Ristorante tipico","Typical Restaurant","Ristorante","46,0799884606992","11,6398966312408","Loc. Fradea",38053,"Castello Tesino",,"+39 (0461) 594126","info@albergokapriol.it",,"www.albergokapriol.it",,,,,,,,,,,,,,,,,,,,,
"Ke Pi Kebab",,"kebab, pizza al taglio","kebab, pizza slices","Ristorante","46,0099884267378","11,3009190559387","Via Xicco Polentone, 2",38056,"Levico Terme",,"+39 (389) 8385501",,,,,,,,,,"Cibo di strada",,,,,,,,,,,,,,
"Keramos",,"artigianato artistico","arts and crafts store","souvenir","46,0110763394521","11,3028287887573","Via Marconi, 22",38056,"Levico Terme",,"+39 (0461) 702334",,,,,,,,,,,,,,,,,,,,,,,,
"Kiss Bar",,"Pasti veloci","Quick meals","Bar","45,9727331399678","11,6808271408081","Fraz. Pianello, 37/c",38055,"Grigno",,,,,,,,,,,,"socializzare",,,,,,,,,,,,,,
"L. Ochner Confezioni dal 1820",,"abbigliamento",,"abbigliamento","46,0602336075625","11,2399578094482","Piazza Municipio, 20",38057,"Pergine Valsugana",,"+39 (0461) 532577",,,,,,,,,,,,,,"abbigliamento",,,,,,,,,,
"L.E.D.",,,,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"L'Angolo dei Risotti",,"Ristorante specialità risotti","Specialty risotto restaurant","Ristorante","46,0103759049526","11,3011765480042","Via Battisti, 22",38056,"Levico Terme",,"+39 (0461) 700156",,,,,,,,,,,,,,,,,,,,,,,,
"L'erbolario",,"cosmetici",,"profumeria","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"L'incontro",,,,"Bar","46,0679383947018","11,2229740619659","Viale Tamarisi, 2",38057,"Pergine Valsugana",,,,,,"domenica chiuso",,,,,,"socializzare",,,,,,,,,,,,,,
"La Bottega dei Semplici di Anesi Carlo",,"erboristeria",,"negozio","46,0616406489443","11,241706609726","Via Crivelli, 49",38057,"Pergine Valsugana",,"+39 (0461) 433060",,,,,,,,,,,,,,"erboristeria, omeopatia",,,,,,,,,,
"La Bufalina",,"formaggi e latticini",,"Alimentari","46,0611418605994","11,2409019470215","Via Crivelli, 21",38057,"Pergine Valsugana",,"+39 (0461) 530726",,,,,,,,,,,,,,"gastronomia",,,,,,,,,,
"La Cantina - LevicoLand",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,0075740782513","11,2923574447632","Via Traversa Lido, 5",38056,"Levico Terme",,"+39 (0461) 700029","info@levicoland.it",,"www.levicoland.it",,,,,,,,,,,,,,,,,,,,,
"La Ciotola",,"artigianato artistico","arts and crafts store","souvenir","46,0118810830332","11,2992453575134","Via Garibaldi, 63",38056,"Levico Terme",,"+39 (0461) 707419",,,,,,,,,,,,,,,,,,,,,,,,
"La Darsena",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,0384012615909","11,2369644641876","Via dei Pescatori, 47 - S. Cristoforo",38057,"Pergine Valsugana",,"+39 (0461) 533569",,,,"martedì chiuso",,,,,,,,,,,,,,,,,,,,
"La Dote di Sandra",,"merceria, tessili casa",,"abbigliamento","46,0596901375352","11,239367723465","Via Roma,28",38057,"Pergine Valsugana",,"+39 (0461) 531725",,,,,,,,,,,,,,"merceria, tessili",,,,,,,,,,
"La Giachenza (Hotel Al Salus)",,"Ristorante","Restaurant","Ristorante","46,0143213218398","11,2961393594742","Via Pigio, 3/5",38056,"Levico Terme",,"+39 (0461) 706328","info@albergoalsalus.it",,"www.albergoalsalus.it",,,,,,,,,,,,,,,,,,,,,
"La rustica",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,0510609035782","11,4566588401794","Via Naurizio, 18",38051,"Borgo Valsugana",,"+39 (0461) 752648",,,,"chiuso martedì",,,,,,,,,,,,,,,,,,,,
"La Stua",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,009407204326","11,2999749183655","Via Battisti, 62",38056,"Levico Terme",,"+39 (0461) 707028","info@ristorantelastua.com",,"www.ristorantelastua.com",,,,,,,"cucina tipica",,,,,,,,,,,,,,
"La Tana dei Golosi di Garbari sas",,"Ristorante","Restaurant","Ristorante","46,0509864435783","11,2227702140808","Via Rio Santo, 7 - Susà",38057,"Pergine Valsugana",,"+39 (0461) 530996",,,,,,,,,,,,,,,,,,,,,,,,
"Lampadari Pergine",,"lampadari",,"negozio","46,0570248235189","11,2367069721222","Viale Venezia, 52",38057,"Pergine Valsugana",,"+39 (0461) 511589",,,,,,,,,,,,,,"lampadari",,,,,,,,,,
"Laner Tessuti e Arredo Casa",,"tessuti e arredo casa",,"negozio","46,0575236490563","11,2380480766296","Via Dosseti, 14",38057,"Pergine Valsugana",,"+39 (0461) 530619",,,,,,,,,,,,,,"tessuti",,,,,,,,,,
"Latte Trento",,"latticini","dairy product","Prodotti tipici","46,0722332536453","11,2359237670898","Via Ponte Regio, 25",38057,"Pergine Valsugana",,"+39 (0461) 534830",,,"www.lattetrento.it",,,,,,,,,,,"latticini",,,,,,,,,,
"Lavasecco Al Cristallo di Moro Alviana",,"lavasecco",,"abbigliamento","46,0654968007714","11,2379944324493","Via Monte Cristallo, 19",38057,"Pergine Valsugana",,"+39 (338) 5874654",,,,,,,,,,,,,,"lavanderia, lavasecco",,,,,,,,,,
"LD Lombardini Discaunt",,"supermercato","supermarket","Alimentari","46,0071567727698","11,293044090271","Via Claudia Augusta, 13",38056,"Levico Terme",,"+39 (0461) 701244",,,,,,,,,,,,,,,,,,,,,,,,
"Le Primizie",,"ortofrutta",,"Alimentari","46,060218718044","11,2400543689728","Via Roma, 5",38057,"Pergine Valsugana",,"+39 (0461) 531244",,,,,,,,,,,,,,"frutta e verdura",,,,,,,,,,
"Libreria Athena",,"libreria",,"cartoleria","46,0626754342732","11,2425327301025","Via Battisti, 12",38057,"Pergine Valsugana",,"+39 (0461) 510553",,,,,,,,,,,,,,"libreria",,,,,,,,,,
"Lido S. Cristoforo",,"discoteca","discotheque","discoteca","46,0365393048476","11,2340784072876","Viale del Lido, 6 - S.Cristoforo",38057,"Pergine Valsugana",,"+39 (0461) 531003",,,,"lunedì chiuso",,,,,,"socializzare","divertimento",,,,,,,,,,,,,
"Lilian di Alvarez Gallardo Carolina",,"abbigliamento",,"abbigliamento","46,0607324041126","11,2390458583832","Via Pennella, 19",38057,"Pergine Valsugana",,"+39 (320) 5724492",,,,,,,,,,,,,,"abbigliamento",,,,,,,,,,
"Lin Ruiqiu",,"abbigliamento",,"abbigliamento","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Linea Calzature - Rosy Sport",,"abbigliamento, calzature, sport",,"abbigliamento","46,0612907531144","11,2410950660706","Via Crivelli, 12",38057,"Pergine Valsugana",,"+39 (0461) 530653",,,,,,,,,,,,,,"abbigliamento, calzature, sport",,,,,,,,,,
"Linea Demattè",,"abbigliamento donna",,"abbigliamento","46,0610301909496","11,2394213676453","Via Pennella, 76",38057,"Pergine Valsugana",,"+39 (0461) 511001",,,,,,,,,,,,,,"abbigliamento",,,,,,,,,,
"Linea Intima Young",,"abbigliamento",,"abbigliamento","46,0608738530605","11,2386703491211","Via Pennella, 27",38057,"Pergine Valsugana",,"+39 (0461) 531773",,,,,,,,,,,,,,"intimo",,,,,,,,,,
"Lucky Floor",,"arredamento",,"negozio","46,0648342764741","11,2293362617493","Via Dante, 105/b",38057,"Pergine Valsugana",,"+39 (0461) 530105",,,,,,,,,,,,,,"arredamento",,,,,,,,,,
"m@mo srl",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Macchianera",,"riproduzione disegni",,"negozio","46,0610078569925","11,23703956604","Viale Venezia, 4",38057,"Pergine Valsugana",,"+39 (0461) 510480",,,,,,,,,,,,,,"eliografia",,,,,,,,,,
"Macchine d'Ufficio Anesi Flavio",,"macchine d'ufficio",,"negozio","46,0641047461398","11,233606338501","Via Pascoli, 9",38057,"Pergine Valsugana",,"+39 (0461) 531409",,,,,,,,,,,,,,"macchine per l'ufficio",,,,,,,,,,
"Macelleria Boso Sergio",,"Salumi tipici","Typical sausages","Alimentari","46,0640824134264","11,6322684288025","Via Baili, 4",38053,"Castello Tesino",,"+39 (0461) 594141",,,,,,,,,,,,,,,,,,,,,,,,
"Macelleria Capraro",,"Salumi tipici","Typical sausages","Prodotti tipici","46,0692335866661","11,6087293624878","Via Sebastiano Buffa, 7",38050,"Pieve Tesino",,"+39 (0461) 594175",,,,,,,,,,,,,,,,,,,,,,,,
"Macelleria Eccher",,"macelleria",,"Alimentari","46,0697918496914","11,2216114997864","Loc. Fratte, 22/d",38057,"Pergine Valsugana",,"+39 (0461) 510832",,,,,,,,,,,,,,"macelleria",,,,,,,,,,
"Macelleria Eccher",,"macelleria",,"Alimentari","46,0615587586297","11,2432193756104","Via Tre Novembre, 54",38057,"Pergine Valsugana",,"+39 (0461) 531020",,,,,,,,,,,,,,"macelleria",,,,,,,,,,
"Maestri Sci Nicolussi",,"Attrezzatura: sci e scarpe da discesa  (gara e per tutti i livelli), snowboard, alpinismo, sci da freeride e freestyle, snowblade, bob, slitte, ciaspole/racchette da neve, bastoncini nordic walking, mountain bike.",,"Noleggio Sci","46,041443","11,059602","Strada di Vason, 84",38123,"Monte Bondone",,"+39 (0461) 948163","info@noleggiomaestriscinicolussi.it","+39 (0461) 948163","http://www.noleggiomaestriscinicolussi.it",,,"Deposito sci riscaldato, igenizzazione scarponi.Ski service laboratorio specializzato Wintersteiger. Parcheggio privato: per autovetture e pullman riservato esclusivamente ai nostri clienti.",,"Prezzi speciali: famiglie, gruppi, scuole, Università di Trento, crall, sci club. Siamo convenzionati con tutti gli Hotel del Monte Bondone  di Trento, Valle dei Laghi, Garniga. In alcuni periodi della stagione i bambini fino ad 8 anni noleggiano Gratis, se accompagnati da un adulto pagante.",,"Sport invernali","Sci","Snowboard","Ciclismo","escursionismo, montagna",,,,,,,,,,
"Magnabosco Gabriella",,"orologeria , oreficeria",,"Gioielleria","46,0620500986954","11,2429404258728","Via Crivelli, 72",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"oreficeria, gioielleria, orologeria",,,,,,,,,,
"Malga Sorgazza",,"Ristorante tipico","Typical Restaurant","Ristorante","46,1335752604075","11,5986442565918","Loc. Sorgazza",38050,"Pieve Tesino",,"+39 (346) 2304405","malgasorgazza@libero.it",,,,,,,,,,,,,,,,,,,,,,,
"Mandacarù Onlus",,"altromercato",,"negozio","46,0601740494644","11,2406229972839","Piazza Municipio, 14",38057,"Pergine Valsugana",,"+39 (0461) 532056",,,,,,,,,,,,,,"equosolidale",,,,,,,,,,
"Maneo Luca",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Manifatture Valsuganesi",,"tendaggi",,"negozio","46,0611344159631","11,2410092353821","Via Crivelli, 20",38057,"Pergine Valsugana",,"+39 (0461) 530254",,,,,,,,,,,,,,"tende, tendaggi",,,,,,,,,,
"Mattivi",,"abbigliamento",,"abbigliamento","46,0611716391345","11,2409448623657","Via Crivelli, 17",38057,"Pergine Valsugana",,"+39 (0461) 532002",,,,,,,,,,,,,,"abbigliamento",,,,,,,,,,
"Mercatino di Natale di Caldonazzo",,"Mercatini di Natale","Christmas Market","mercato","45,9919825998215","11,2621021270752","Vie del centro",38052,"Caldonazzo",,"+39 (0461) 1823300","events@ogp.it",,"www.nataleacaldonazzo.it",,,,,,,,,,,,,,,,,,,,,
"Mercatino di Natale di Levico Terme",,"Mercatini di Natale","Christmas Market","mercato","46,010957117185","11,3067984580994","Parco degli Asburgo",38056,"Levico Terme",,"+39 (0461) 727700","info@levicotermeincontra.com",,"www.levicotermeincontra.com",,,,,,,,,,,,,,,,,,,,,
"Mercatino di Natale di Pergine Valsugana",,"Mercatini di Natale","Christmas Market","mercato","46,0593700088511","11,2409448623657","Vie del centro",38057,"Pergine Valsugana",,"+39 (0461) 727760","booking@ilvillaggiodellemeraviglie.com",,"www.ilvillaggiodellemeraviglie.com",,,,,,,,,,,,,,,,,,,,,
"MG di Morelli Gilberto",,"elettrodomestici vendita e assistenza",,"elettronica","46,0657275657945","11,2415885925293","Via Regensburger, 19",38057,"Pergine Valsugana",,"+39 (0461) 531325",,,,,,,,,,,,,,"elettrodomestici",,,,,,,,,,
"Mifro",,"informatica e tecnologia",,"elettronica","46,0597124720252","11,2387561798096","Via Verdi, 13",38057,"Pergine Valsugana",,"+39 (0461) 512777",,,,,,,,,,,,,,"elettronica, informatica, tecnologia",,,,,,,,,,
"Millennium",,"Ristorante Pizzeria","Restaurant Pizzeria","Pizzeria","46,0167316504955","11,2944281101227","Viale Vittorio Emanuele, 50",38056,"Levico Terme",,"+39 (0461) 703012","info@pizzeriamillennium.it",,"www.pizzeriamillennium.it",,,,,,,,,,,,,,,,,,,,,
"Miravalle",,"Ristorante","Restaurant","Ristorante","46,0084384867338","11,314480304718","Viale Venezia, 78",38056,"Levico Terme",,"+39 (0461) 700080","info@hotelmiravalle-levico.it",,"www.hotelmiravalle-levico.it",,,,,,,,,,,,,,,,,,,,,
"Mister X",,"Bar",,"birreria","46,0697174149476","11,2213325500488","Loc. Fratte, 29",38057,"Pergine Valsugana",,"+39 (0461) 533666",,,,"domenica chiuso",,,,,,,,,,,,,,,,,,,,
"Mobili Lorenzi",,"mobili",,"negozio","46,0670823603436","11,2261068820953","Viale Dante, 149",38057,"Pergine Valsugana",,"+39 (0461) 531247",,,,,,,,,,,,,,"mobili",,,,,,,,,,
"Moda Club",,"abbigliamento",,"abbigliamento","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mondo Cavallo",,"attrezzature e abbigliamento per equitazione",,"abbigliamento","46,0688093029905","11,2389278411865","Via Regensburger, 83",38057,"Pergine Valsugana",,"+39 (0461) 538254",,,,,,,,,,,,,,"equitazione, cavallo",,,,,,,,,,
"Monte Cimone",,"Ristorante","Restaurant","Ristorante","45,9958","11,2703","Vial Trento, 21",38052,"Caldonazzo",,"+39 (0461) 723100","info@hotelmontecimone.it",,"www.hotelmontecimonte.it","chiuso domenica",,,,,,,,,,,,,,,,,,,,
"Morelli Giuseppe",,"drogheria","grocery","Alimentari","46,0641791884523","11,2442922592163","Via Pive, 36",38057,"Pergine Valsugana",,"+39 (0461) 531045",,,,,,,,,,,,,,"tabacchi, alimenti, bevande",,,,,,,,,,
"Moser Guido Edilizia",,"ferramenta, rivestimenti, edilizia",,"Ferramenta","46,0574789782963","11,237940788269","Via Dosseti, 1 ",38057,"Pergine Valsugana",,"+39 (0461) 531046",,,,,,,,,,,,,,"edilizia",,,,,,,,,,
"Moser Michele & C",,"arredobagno",,"negozio","46,060784516925","11,241888999939","Via Tre Novembre, 13",38057,"Pergine Valsugana",,"+39 (0461) 534922",,,,,,,,,,,,,,"arredamento, sanitari, idraulica",,,,,,,,,,
