"NOME ITA","NOME ENG","DESCRIZIONE ITA","DESCRIZIONE ENG","CATEGORIA","LATITUDINE (es. 46.281419)","LONGITUDINE (es. 11.523885)","VIA","CAP","LOCALITA'/CITTA'","CONTATTO NOME","CONTATTO TELEFONO","CONTATTO EMAIL","CONTATTO FAX","CONTATTO URL","ORARI ITA","ORARI ENG","SERVIZI ITA","SERVIZI ENG","PREZZI ITA","PREZZI ENG","TAG 1","TAG 2","TAG 3","TAG 4","TAG AGGIUNTIVI","CAPIENZA ITA","CAPIENZA ENG","STORIA ITA","STORIA ENG","CURIOSITA' ITA","CURIOSITA' ENG","COME ARRIVARE ITA","COME ARRIVARE ENG","ACCESSIBILITA' ITA","ACCESSIBILITA' ENG"
"DR.SSA DANILA MATTIVI (CIVEZZANO)",,,,"Dentista","46.088502 ","'11.186546","VIA FERSINA AVISIO, 26",38045,"CIVEZZANO",,"+39 0461 859123",,,,,,,,,,,,,,"Dentista",,,,,,,,,,
"Due camini",,,,"Bar","46.126021","'11.243774","Via del 26 Maggio, 65",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"DUE CAMINI",,,,"Ristorante","46.126021","'11.243774","Via del 26 Maggio, 65",38042,"BASELGA DI PINE'",,"+39 0461 557200",,,,,,,,,,,,,,,,,,,,,,,,
"Due Laghi",,,,"Bar","46.1508","11.273","LOCALITA' CAMPOLONGO, 116",38042,"BASELGA DI PINE'",,"info@albergoduelaghi.it","+39 0461 554613 ","www.albergoduelaghi.it",,,,,,,,,,,,,,,,,,,,,,
"Due Pini",,,,"Bar","'46.123916","'11.241694","VIA DEL 26 MAGGIO, 24 Fraz. VIGO DI BASELGA",38042,"BASELGA DI PINE'",,"info@hotelduepini.net",,"www.hotelduepini.net",,,,,,,,,,,,,,,,,,,,,,
"Ecomuseo dell'Argentario",,"Il territorio intorno al Monte Calisio, poco distante da Trento, &egrave; stato organizzato dal 2005 in Ecomuseo. Questa area mostra al pubblico diverse attrazioni di interesse storico, naturalistico ed archeologico: antiche miniere d&rsquo;argento, cave di pietra, testimonianze dell&rsquo;attivit&agrave; estrattiva del porfido.","The Ecomuseo Argentario is the result of the sensitivity of the plateau communities, the enthusiasm for their homelands, and the desire to maintain them alive and productive. The Eco-Museum aimed at sustainable development and the protection and appreciation of an area that contains unique characteristics. The territory is organised according to themes: the natural environment of Mount Calisio Argentario, the ancient silver mines, the limekilns, the stone quarries, the fortifications, the archaeology, the monuments, the porphyry mining, traditional events: the language of the communities, human activities. Themes that are the basis of the visit and of the discovery of the territory, but above all the basis for development, awareness, the recovery of memory, work.","Attrazione naturale","'46.0886","'11.1822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EDICOLA KATIA",,,,"tabacchino","46.088662","11.181083","VIA ROMA,    28/A",38053,"CIVEZZANO",,,,,,,,,,,,,,,,"Edicola",,,,,,,,,,
"Edizioni del Baldo srl",,,,"Cartoleria-Libreria","46.133308","11.24791","Via C. Battisti nr. 85",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Libreria",,,,,,,,,,
"Edizioni del Baldo srl",,,,"Cartoleria-Libreria","46.13351","11.246277","Corso Roma nr. 42",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Libreria",,,,,,,,,,
"El casel dei masi",,,,"Bar","46.222074","'11.271715","Maso noldi, 7",38030,"GRUMES",,,,,,,,,,,,,,,,,,,,,,,,,,
"EL CASEL EI MASI",,,,"Ristorante","46.221951","'11.271814","Loc. Maso Noldi, 7 ",38030,"GRUMES",,"+39 0461 688012",,,,,,,,,,,,,,,,,,,,,,,,
"EL FILO'",,,,"Ristorante","46.139986","'11.252489","Fr. Sternigo, Via Miralago, 43",38042,"BASELGA DI PINE'",,"+39 0461 553156",,,"www.ristorantelfilo.it",,,,,,,,,,,,,,,,,,,,,
"Enrici Giovanna",,,,"abbigliamento","46.157005","11.153031","fraz. Verla, Via Principe Umberto, 31",38038,"GIOVO",,,,,,,,,,,,,,,,"Abbigliamento",,,,,,,,,,
"Erspamer Irene Snc",,,,"Souvenir","46.13273","11.247403","Via C. Battisti nr. 68",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Negozio di giocattoli",,,,,,,,,,
"ESTETICA CRISTINA",,,,"parrucchiera","46.09015","'11.181437","VIA MURIALDO,     1/A",38045,"CIVEZZANO",,,,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"EUROPA",,,,"Ristorante","'46.1716","'11.2199","VIA SAN CARLO, 19",38034,"CEMBRA",,"+39 0461 683032","info@hoteleuropacembra.it","+39 0461 683032","www.hoteleuropacembra.it",,,,,,,,,,,,,,,,,,,,,
"EXTREME PIZZA",,,,"Ristorante","46.09015","'11.181437","Via Murialdo, 1/b",38045,"CIVEZZANO",,"+39 0461 857160",,,,,,,,,,,,,,,,,,,,,,,,
"FAM. GERMANO - SCHMOHL",,,,"Appartamento Vacanze","'46.1330","'11.2477","Via C.Battisti, 80",38042,,,"+39 340 8208346",,,,,,"<p><strong>DISTANZA DA SERVIZI</strong>&nbsp;<br />supermercato100 m<br />farmacia 30 m<br />ristorante/pizzeria 50 m<br />stazione/bus 200 m<br />lago 150 m<br /><br /><strong>INFO APPARTAMENTO</strong>&nbsp;<br />secondo piano<br />55 mq<br />4 posti letto<br />casa fino a 4 appartamenti<br />accesso attraverso parti comuni<br />ubicazione in centro abitato<br />buona esposizione dell'edificio<br />arredo buono in legno massiccio</p>",,,,,,,,,,,,,,,,,,
"Fam.Coop.di BEDOLLO",,,,"Alimentari","46.165933","11.301401","Via dei Francesi, 2",38043,"BEDOLLO",,,,,,,,,,,,,,,,,,,,,,,,,,
"Fam.Coop.di BEDOLLO-CENTRALE",,,,"Alimentari","46.161507","11.303142","Fraz. Centrale, Via G.Verdi, 28",38043,"BEDOLLO",,,,,,,,,,,,,,,,,,,,,,,,,,
"Fam.Coop.di BRUSAGO ",,,,"Alimentari","46.182146","11.325914","Fraz. Brusago, pizza A.Rosmini, 16",38043,"BEDOLLO",,,,,,,,,,,,,,,,,,,,,,,,,,
"Famiglia Coop. Altopiano Pinè",,,,"Alimentari","46.109546","11.251311","Fr. Faida, nr. 54",38042,"BASELGA DI PINÈ",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Famiglia Coop. Altopiano Pinè",,,,"Alimentari","46.127226","11.247215","Fr. Miola, Via della Chiesa nr. 6/3",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Famiglia Coop. Altopiano Pinè",,,,"Alimentari","46.100244","11.236178","Fr. Montagnaga Via 4 Novembre nr. 24",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Famiglia coop. Giovo ",,,,"Alimentari","46.158268","11.140775","fraz. Palù, Piazza degli alpini, 17",38030,"GIOVO",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Famiglia coop. Giovo ",,,,"Alimentari","46.157293","11.152477","fraz. Verla, Via Principe Umberto, 1",38031,"GIOVO",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Famiglia coop. Giovo ",,,,"Alimentari","46.168085","11.156958","fraz. Ville, Piazza della Crosara, 1",38032,"GIOVO",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Famiglia Coop. Grumes",,,,"Alimentari","46.222445","11.294544","Via fontana, 20",38030,"GRUMES",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Famiglia coop. Mezzolombardo",,,,"Alimentari","46.156685","11.162408","fraz. Verla, Via Tre Novembre, 68",38034,"GIOVO",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Famiglia Cooperativa",,,,"Alimentari","46.17533","11.220294","Piazza Marconi, 3",38034,"CEMBRA",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Famiglia Cooperativa ",,,,"Alimentari","46.144266","11.194708","Piazza A.Degasperi n.1",38041,"ALBIANO",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Famiglia Cooperativa (Filiale di Piazzo)",,,,"Alimentari","46.183493","11.252488","Fraz. Piazzo, 25",38047,"SEGONZANO",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Famiglia Cooperativa (filiale di Scancio)",,,,"Alimentari","46.186783","11.258576","Fraz. Scancio, 19",38047,"SEGONZANO",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Famiglia Cooperativa Altopiano Piné",,,,"Alimentari","46.132019","11.243691","Corso Roma nr. 9",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"FAMIGLIA COOPERATIVA DI LASES - CONAD ",,,,"Alimentari","46.143758","11.218755","via Nazionale n.9",38040,"LONA-LASES",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Famiglia Cooperativa di Lona ",,,,"Alimentari","46.160113","11.234057","via Provinciale,23",38040,"LONA-LASES",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"FAMIGLIA COOPERATIVA PERGINESE S.C.A.R.L.",,,,"Alimentari","46.105933","11.18465","FRAZIONE S. AGNESE,    22",38048,"CIVEZZANO",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"FAMIGLIA COOPERATIVA PERGINESE S.C.A.R.L.",,,,"Alimentari","46.09015","11.181437","VIA MURIALDO,     1/A",38049,"CIVEZZANO",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Famiglia Coperativa",,,,"Alimentari","46.207829","11.268043","Via Centrale, 42",38030,"VALDA",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"FANTASY (GIOVO)",,,,"parrucchiera","46.158731 ","'11.141995","VIA DELLE SCUOLE, 7 Fraz. PALU'",38030,"GIOVO",,"+39 0461 684144 / +39 347 4840002",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"FARMACIA DR. BETTI (CIVEZZANO)",,,,"Farmacia","46.089893","'11.182096","PIAZZA S. MARIA, 4 CIVEZZANO",38045,"CIVEZZANO",,"+39 0461 858559",,"+39 0461 857277",,,,,,,,,,,,,,,,,,,,,,
"FARMACIA DR. DEGASPERI (GIOVO)",,,,"Farmacia","46.15728 ","'11.151411","VIA MOLINI, 1 Fraz. VERLA",38030,"GIOVO",,"+39 0461 684360",,"+39 0461 684360",,,,,,,,,,,,,,,,,,,,,,
"FARMACIA DR. MARTINI (CEMBRA)",,,,"Farmacia","46.174888","'11.221034","VIA 4 NOVEMBRE, 44 CEMBRA",38034,"CEMBRA",,"+39 0461 683021",,"+39 0461 682281",,,,,,,,,,,,,,,,,,,,,,
"FARMACIA DR. MORELLI (BASELGA DI PINE')",,,,"Farmacia","46.133536","'11.248055","VIA BATTISTI, 91 BASELGA DI PINE'",38042,"BASELGA DI PINE'",,"+39 0461 557026",,"+39 0461 558925",,,,,,,,,,,,,,,,,,,,,,
"FARMACIA DR. MORELLI (BEDOLLO)",,,,"Farmacia","46.161611 ","'11.303319","VIA GIUSEPPE VERDI, 35 Fraz. CENTRALE",38043,"BEDOLLO",,"+39 0461 556970",,,,,,,,,,,,,,,,,,,,,,,,
"FARMACIA DR. VILLACI (GIOVO)",,,,"Farmacia","46.187415","'11.258403","FRAZIONE SCANCIO, 26 SEGONZANO",38047,"SEGONZANO",,"+39 0461 686231",,"+39 0461 686231",,,,,,,,,,,,,,,,,,,,,,
"FARMACIA DR.SSA CREMONESI (ALBIANO)",,,,"Farmacia","46.142534 ","'11.195582","VIA ROMA, 17/a ALBIANO",38041,"ALBIANO",,"+39 0461 689766",,"+39 0461 687312",,,,,,,,,,,,,,,,,,,,,,
"FARMACIA DR.SSA CREMONESI (FORNACE)",,,,"Farmacia","46.116742","'11.205867","VIA DEL BORGOLET, 12 FORNACE",38040,"FORNACE",,"+39 0461 853058",,,,,,,,,,,,,,,,,,,,,,,,
"FASSAN ERMANNO",,,,"Appartamento Vacanze","'46.2086","'11.2691","Via Centrale, 19 – Loc. Provane",38030,,,"+39 0461 685040 ","ermannofassan@yahoo.it","+39 0461 686419 ",,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"FIOR DI BOSCO",,,,"Ristorante","'46.1776","'11.1674","FRAZIONE MASEN, 10",38030,"GIOVO",,"+39 0461 695008","info@hotelfiordibosco.it","+39 0461 695008","www.hotelfiordibosco.it",,,,,,,,,,,,,,,,,,,,,
"Fior di bosco ",,,,"Bar","'46.1776","'11.1674","Frazione Masen, 10",38030,"GIOVO",,"+39 0461 695008","info@hotelfiordibosco.it","+39 0461 695008","www.hotelfiordibosco.it",,,,,,,,,,,,,,,,,,,,,
"FOLLADOR FRANCESCO",,,,"Appartamento Vacanze","'46.1252","'11.2430","Via del 26 Maggio, 20 Loc. Cadrobbi",38042,,,"+39 0461 557054","info@studiofollador.it",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"FONTANA ANDREA",,,,"Appartamento Vacanze","'46.125556","'11.249722","Fraz. Miola - Via del Cadrobol 20",38042,,,"+39 0461 557503","andrea.fontana@finanzaefuturo.it",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />ristorante 50 m<br />parco per bambini 100 m<br />lago 1,3 km<br />centro benessere 50 m<br />stadio del ghiaccio 500 m<br /><br /><strong>INFO APPARTAMENTO</strong><br />100 mq&nbsp;<br />4 posti letto&nbsp;<br />3 posti letto aggiunti&nbsp;<br />casa fino a 4 appartamenti<br />primo piano<br />accesso attraverso parti comuni<br />zona residenziale&nbsp;<br />buona esposizione dell'edificio<br />arredo: discreto",,,,,,,,,,,,,,,,,,
"Franceschi Andrea",,,,"Alimentari","46.133133","11.245539","Corso Roma nr. 34",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Macelleria",,,,,,,,,,
"FRANCESCHI NADIA",,,,"Appartamento Vacanze","'46.096111","'11.23472","Fr. Montagnaga di Piné, Via Dom. Targa, 43",38042,,,"+39 0461 553030; +39 0461 558818",,,,,,"<strong>DISTANZA DA SERVIZI</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"Fruttivendolo Nadalini",,,,"Alimentari","46.088552","11.182483","Via Milana, 5",38062,"CIVEZZANO",,,,,,,,,,,,,,,,"Fruttivendolo",,,,,,,,,,
"GARNI' VILLA LORY",,"Il Garni Villa Lory si trova sull'Altopiano di Pine' - Trentino. Un'accoglienza cordiale, un servizio attento e personalizzato in un'atmosfera familiare: questi sono gli ingredienti per fare della tua vacanza un momento indimenticabile. Se poi volete portare con voi anche i vostri amici animali come cani e cavalli, nessun problema, questo &egrave; il posto giusto. Il garn&igrave; vi permette anche di effettuare trekking a cavallo, con l'ausilio, se volete, di una guida specializzata.",,"hotel","'46.123","'11.2522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gasperat Angela",,,,"parrucchiera","46.175583","11.220356","Via P.Giovanella,7",38034,"CEMBRA",,,,,,,,,,,,,,,,"Estetista",,,,,,,,,,
"GATTI CARLA",,,,"Appartamento Vacanze","'46.136944 ","'11.248333","Piazzetta dei Conti di Schreck, 31 – Fr. Ricaldo",38042,,,"+39 0461 557254","milebroseghini@tiscali.it",,,,,"<strong>DISTANZA DA SERVIZI</strong>&nbsp;<br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"GIACOMOZZI",,,,"Ristorante","46.186722","'11.26064","Loc. Stedro, 12",38047,"SEGONZANO",,"+39 0461 686100",,,,,,,,,,,,,,,,,,,,,,,,
"Gioielleria Andreatta Sas ",,,,"negozio","46.13412","11.247143","Corso Roma nr. 72",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Gioielleria",,,,,,,,,,
"Giova Delizie & Fantasie",,,,"Alimentari","46.157135","11.152254","fraz. Verla, Via del Rizzol, 4/b",38033,"GIOVO",,,,,,,,,,,,,,,,"Panificio",,,,,,,,,,
"GIOVANNINI EGIDIO",,,,"Appartamento Vacanze","'46.1305","'11.2461","Via dei Caduti,2",38042,,,"+39 0461 557029 ",,"+38 0461 554654",,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span class=Apple-tab-span"" style=""white-space: pre;"">",,,,,,,,,,,,,,,,,,
"Giovannini Roberto",,,,"abbigliamento","46.131138","11.245898","Via C. Battisti nr. 29",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Merceria",,,,,,,,,,
"GIOVANNINI SILVANO",,,,"Appartamento Vacanze","'46.1327","'11.2491","Via del Fosch, 9",38042,,,"+39 0461 557932 ","marghegm@gmail.com",,,,,"<strong>DISTANZA DA SERVIZI</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"GIOVANNINI WALTER",,,,"Appartamento Vacanze","'46.1485925","'11.2607198","Loc. Rizzolaga, 69/3",38042,,,"+39 0461 557631",,"+39 0461 557691",,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />Supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"Giro dei Laghi","Giro dei Laghi","Percorso semplice e piacevole,&nbsp;adatto a tutti su pista ciclopedonale.""","Percorso semplice e piacevole,&nbsp;adatto a tutti su pista ciclopedonale.""","attrazione naturale","'46.134444","'11.249167",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Giro di Ceramonte","Giro di Ceramonte","Percorso piuttosto impegnativo&nbsp;che si snoda attorno ai due monti che sovrastano la sponda ovest del lago di Serraia e del lago delle Piazze.""","Percorso piuttosto impegnativo&nbsp;che si snoda attorno ai due monti che sovrastano la sponda ovest del lago di Serraia e del lago delle Piazze.""","attrazione naturale","'46.134444","'11.261389",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Giro Dos Alt - Cime Alte","Giro Dos Alt - Cime Alte","Giro non impegnativo attorno ai&nbsp;dossi di Cime Alte e del Dos Alt sopra l&rsquo;abitato di Sternigo.""","Giro non impegnativo attorno ai&nbsp;dossi di Cime Alte e del Dos Alt sopra l&rsquo;abitato di Sternigo.""","attrazione naturale","'46.140278","'11.256389",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"GOTTARDI ANNINO",,,,"Appartamento Vacanze","'46.1763","'11.2225","Vicolo Barbi, 5",38034,,,"+39 0461 683620",,,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"Gourmet Relais & Maso Franch",,,,"Bar","46.143058","'11.118222","Maso Franch, 2",38030,"GIOVO",,"+39 0461 245533","info@masofranch.it","+39 0461 242556","www.masofranch.it",,,,,,,,,,,,,,,,,,,,,
"Happy Ranch Saloon",,,,"Bar","46.194559","11.208489","Loc. Lago Santo",38034,"CEMBRA",,,,,,,,,,,,,,,,,,,,,,,,,,
"HAPPY RANCH SALOON",,,,"Ristorante","46.194559","11.208489","Loc. Lago Santo",38034,"CEMBRA",,"+39 0461 683518  +39 347 9192665",,,,,,,,,,,,,,,,,,,,,,,,
"HOTEL 2 PINI",,"L&acute;albergo si trova vicino ai boschi, nella zona ville, con panorama sul Brenta.Piccolo e curato sia nell&acute;arredamento che nella cucina offre ospitalit&agrave; personalizzata.",,"hotel","'46.123916","'11.241694",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOTEL 2 PINI",,,,"Ristorante","46.123772","'11.242033","VIA DEL 26 MAGGIO, 24 Fraz. VIGO DI BASELGA",38042,"BASELGA DI PINE'",,"+39 0461 557030","info@hotelduepini.net",,"www.hotelduepini.net",,,,,,,,,,,,,,,,,,,,,
"HOTEL ALLA COMPARSA",,"Albergo ristornate a conduzione famigliare sull'altopiano di Pinè",,"hotel","'46.094128","'11.2339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOTEL ALLE PIRAMIDI",,"Nel rispetto di una tradizione che continua dal 1946, l`Hotel Alle Piramidi, completamente ristrutturato, a gestione familiare, vi garantisce un soggiorno confortevole, proponendo una cucina gustosa a base di piatti italiani o tipicamente trentini.Dotato di tutti i servizi e comfort: piscina, tv, telefono, garage aperti e chiusi, l`hotel si prende cura anche della vostra bellezza e del vostro relax con un attrezzato centro salute.Alla sera, piano bar, animazioni ed intrattenimenti vari, concluderanno in modo piacevole le vostre serate.Il centro salute e` aperto tutti i giorni e vi offre ogni tipo di trattamento di bellezza per il corpo: dai massaggi, totali, parziali o specifici, ai trattamenti personalizzati anticellulite e antismagliature, da quelli di pulizia viso e corpo e specifici anti eta` alla depilazione.Inoltre manicure e pedicure estetico curativo. Il personale qualificato sapra` indicarvi il trucco piu` adatto al vostro viso e quello per il vostro giorno piu`bello. Potrete inoltre ritrovare o prolungare la vostra abbronzatura sul lettino solarium e rilassare corpo e mente con la sauna.","IN RESPECT OF THE TRADITION THAT HAS CONTINUED SINCE 1946, THE HOTEL ALLE PIRAMIDI IS RUN BY THE FAMILY VILLOTTI. RECENTLY, THE STRUCTURE HAS BEEN COMPLETELY RENOVATED TO GUARANTEE A COMFORTING STAY. THE HOTEL PROPOSES A SAVOURY KITCHEN BASED ON TYPICAL REGIONAL OR ITALIAN DISHES. NOT ONLY IS THE HOTEL EQUIPPED WITH ALL SERVICES AND COMFORTS LIKE SWIMMING POOL, SAT TV, TELEPHONE, OPEN AND CLOSED GARAGE, BUT IT ALSO TAKES CARE OF YOUR BEAUTY AND RELAXATION AT THE INCORPORATED HEALTH CENTRE. THE PIANO BAR AND ANIMATION PROVIDED BY THE HOTEL CONCLUDE THE DAY IN PLEASANT WAY. \nTHE CENTRE HEALTH IS OPEN EVERY DAY AND OFFERS EVERY TYPE OF TREATMENT FOR THE BEAUTY OF YOUR BODY: FROM TOTA L, PARTIAL AND SPECIFIC MASSAGES, TO PERSONALIZED TREATMENTS AGAINST CELLULITES AND STRETCH MARK, FROM CLEANING TREATMENTS FOR FACE AND BODY TO SPECIFIC ANTI AGING CURES AND DEPILATION. \nADDITIONALLY THERE ARE MANICURE AND CURATIVE AESTHETICAL PEDICURE AVAILABLE. THE QUALIFIED PERSONNEL WILL KNOW HOW TO POINT OUT THE MOST ADEQUATE MAKEUP FOR YOUR FACE AND THE RIGHT TREATMENT FOR YOUR BODY TO ENHANCE YOUR DAY. YOU CAN CREATE OR PROLONG YOUR TAN ON THE BUNK SOLARIUM AND RELAX BODY AND MIND IN THE SAUNA","hotel","'46.187355","'11.2584","FRAZIONE SCANCIO, 24 Fraz. SCANCIO",38047,"SEGONZANO",,"+39 0461 686106","info@piramidihotel.it ","+39 0461 686106","www.piramidihotel.it",,,,,,,,,,,,,,,,,,,,,
"Hotel Belvedere Wellness & Family",,,,"Bar","'46.0959","'11.2345","VIA D. TARGA, 45 Fraz. MONTAGNAGA",38042,"BASELGA DI PINE'",,"info@familyhotelbelvedere.it",,,,,,,,,,,,,,,,,,,,,,,,
"HOTEL BELVEDERE WELLNESS & FAMILY",,"Nel cuore del Trentino, un paesaggio unico che alterna la dolcezza dell'Altopiano di Pin&egrave; con l'asprosit&agrave; della Val di Cembra. Qu&igrave; la natura si &egrave; davvero sbizzarrita disegnando laghi cristallini, boschi verdissimi, pareti di roccia striate e infiniti terrazzamenti di viti. All'HOTEL BELVEDERE WELLNESS &amp; FAMILY ***s le famiglie troveranno una struttura moderna con ampi spazi a misura di bimbo. Stanze con ogni comfort, un cucunino attrezzato 24 ore su 24. Un centro benessere con piscine, mondo saune, beauty e palestra fitness.","Belvedere Hotel attends you with its newly renovated structure and traditional cordiality, competence and comfort for your mountains holiday. Easly reaches also by bus, our Hotel is immersed in a forest of firs, larches and pine trees in a peaceful area, ideal starting point for beautiful walks and excursions. During your stay, enjoy our excellent cuisine enriched by Salad/Vegetable bars and breakfast buffet with choice of daily menus. Our elegant lift will accompany you to comfortable rooms with washroom, telephone and TV, safe, hair dryer. You will be able to play ping pong, to use mountain bike, to ride in the operating within the national health service handling, or to rest in the garden or to the shadow of the gazebo For children there is a park where play, scaldabiberon, fasciatoio, lettini, seggioloni. Every day free bus can to lagos or in center.\nWhatever the occasion, let our cordial staff offer you a peaceful and leisurely holiday, no matter how long or short it is.","hotel","'46.0959","'11.2345","VIA D. TARGA, 45 Fraz. MONTAGNAGA",38042,"BASELGA DI PINE'",,"+39 0461 557750","info@familyhotelbelvedere.it",,,,,,,,,,,,,,,,,,,,,,,
"HOTEL EDERA",,"L'albergo Edera completamente ristrutturato, in posizione soleggiata, a meno di un Km dal lago, con vista panoramica sul Gruppo di Brenta.Stanze complete di servizi; parcheggio privato; gioco bocce.L 'ospitalit&agrave; e la cortesia sono spontanee, e il cliente trova un ambiente ideale per la sua vacanza estiva ed invernale.Anche per il buongustaio, una cucina casalinga, per soddisfare il pi&ugrave; esigente dei palati.Nelle vicinanze:a 1 km: lagoa 1.2 km: tiro con l'arco, pista da fondoa 1.5 km: maneggio, laghetto pesca sportivaa 2.5 km: campo da calcio",,"hotel","'46.1285","'11.2374","TRESSILLA, 19 Fraz. TRESSILLA",38042,"BASELGA DI PINE'",,"+39 0461 557221","info@hotel-edera.it","+39 0461 557662","www.hotel-edera.it",,,,,,,,,,,,,,,,,,,,,
"HOTEL FIOR DI BOSCO",,"L'hotel Fior di Bosco è l'ambiente ideale per gustare i sapori di una cucina raffinata e curata. Ben accolti, potrete assaporare e trascorrere momenti di indimenticabile familiarità, dove il legno è sinonimo di naturalezza e calore. L'ambiente ideale per trascorrere una vacanza in totale rilassatezza, immersi nella natura incontaminata dell'Altopiano di Masen. Le stanze sono dotate di molti comfort, per un soggiorno all'insegna del relax.Una bellisima piscina riscaldata dotata di idromassaggio e giochi d'acqua, sauna, bagno turco, percorso Kneipp sono solo alcuni dei servizi che l'Hotel offre ai propri Ospiti.Chiuso nel mese di ottobre.",,"hotel","'46.1776","'11.1674","FRAZIONE MASEN, 10",38030,"GIOVO",,"+39 0461 695008","info@hotelfiordibosco.it","+39 0461 695008","www.hotelfiordibosco.it",,,,,,,,,,,,,,,,,,,,,
"HOTEL KRONE",,"In una cornice di pini e specchi d'acqua, dove l'aria profuma, dove &egrave; possibile respirare il silenzio, dove trovi in pochi giorni l'energia che ti mancava, dove puoi scegliere tra sport, natura, passeggiate nel verde, percorsi suggestivi che solo l'Altipiano di Pin&eacute; pu&ograve; darti, dove sar&agrave; rispettata anche la tua pigrizia se non hai voglia di fare niente e vuoi solo riposare..... In un ambiente sobrio e raffinato, dove le tue esigenze sono le nostre priorit&agrave;, dove la cucina rispetta i sapori e la salute, dove la qualit&agrave; la fa da padrona, con una carta vini ricca di cantine prestigiose con vini autoctoni della nostra terra, dove la famiglia che ti ospita vuole che tu vada a casa con la voglia di ritornare. A soli 18 km. dall&acute;uscita autostradale di Trento,completamente ristrutturato, privo di barriere architettoniche, posizione centrale, con camere con vista lago,calde, dai dettagli trentini dove nulla e lasciato al caso, ma pensato per te.","Hotel Krone is surrounded by beautiful mountain scenery in Baselga Di Pin\303\250, overlooking Lake Serr\303\240ia. It offers free parking, a typical restaurant, and a wellness area.\n\nThis family-run hotel offers modern guest rooms with free internet access.\n\nThe wellness area includes a sauna, Turkish bath, and tanning bed.\n\nThe Krone Hotel is an ideal base for trips to the Laghestel Nature Reserve.\n\nHotel Rooms: 14","hotel","'46.1343","'11.2486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
